"index","code","lc","product_name_de","product_name_el","product_name_en","product_name_es","product_name_fi","product_name_fr","product_name_id","product_name_it","product_name_lt","product_name_lv","product_name_nb","product_name_nl","product_name_pl","product_name_ro","product_name_sl","product_name_sv","generic_name_de","generic_name_en","generic_name_es","generic_name_fr","generic_name_sv","quantity","serving_size","packaging","packaging_tags","brands","brands_tags","brand_owner","categories","categories_tags","labels","labels_tags","countries","countries_tags","stores","stores_tags","obsolete","obsolete_since_date","origins","origins_tags","origin_en","origin_fr","manufacturing_places","manufacturing_places_tags","emb_codes","emb_codes_tags","ingredients_text_de","ingredients_text_en","ingredients_text_es","ingredients_text_fi","ingredients_text_fr","ingredients_text_id","ingredients_text_it","ingredients_text_lt","ingredients_text_lv","ingredients_text_nb","ingredients_text_nl","ingredients_text_pl","ingredients_text_ro","ingredients_text_sv","allergens","allergens_tags","traces","traces_tags","no_nutrition_data","nutrition_data_per","nutrition_data_prepared_per","energy-kj_value","energy-kj_unit","energy-kcal_value","energy-kcal_unit","fat_value","fat_unit","saturated-fat_value","saturated-fat_unit","carbohydrates_value","carbohydrates_unit","sugars_value","sugars_unit","fiber_value","fiber_unit","proteins_value","proteins_unit","salt_value","salt_unit","sodium_value","sodium_unit","alcohol_value","alcohol_unit","energy_value","energy_unit","energy-from-fat_value","energy-from-fat_unit","monounsaturated-fat_value","monounsaturated-fat_unit","polyunsaturated-fat_value","polyunsaturated-fat_unit","omega-3-fat_value","omega-3-fat_unit","omega-6-fat_value","omega-6-fat_unit","omega-9-fat_value","omega-9-fat_unit","trans-fat_value","trans-fat_unit","cholesterol_value","cholesterol_unit","soluble-fiber_value","soluble-fiber_unit","insoluble-fiber_value","insoluble-fiber_unit","vitamin-a_value","vitamin-a_unit","vitamin-d_value","vitamin-d_unit","vitamin-e_value","vitamin-e_unit","vitamin-k_value","vitamin-k_unit","vitamin-c_value","vitamin-c_unit","vitamin-b1_value","vitamin-b1_unit","vitamin-b2_value","vitamin-b2_unit","vitamin-pp_value","vitamin-pp_unit","vitamin-b6_value","vitamin-b6_unit","vitamin-b9_value","vitamin-b9_unit","folates_value","folates_unit","vitamin-b12_value","vitamin-b12_unit","pantothenic-acid_value","pantothenic-acid_unit","potassium_value","potassium_unit","calcium_value","calcium_unit","phosphorus_value","phosphorus_unit","iron_value","iron_unit","magnesium_value","magnesium_unit","zinc_value","zinc_unit","copper_value","copper_unit","manganese_value","manganese_unit","selenium_value","selenium_unit","fruits-vegetables-nuts_value","fruits-vegetables-nuts_unit","phylloquinone_value","phylloquinone_unit","link","off:food_groups","off:food_groups_tags","off:nova_groups","off:nova_groups_tags","off:nutriscore_grade","off:nutriscore_score","off:ecoscore_grade","off:ecoscore_score","off:ecoscore_data.missing_key_data","off:ecoscore_data.agribalyse.code","off:ecoscore_data.adjustments.origins_of_ingredients.value","off:ecoscore_data.adjustments.packaging.value","off:ecoscore_data.adjustments.packaging.non_recyclable_and_non_biodegradable_materials","off:ecoscore_data.adjustments.production_system.value","off:ecoscore_data.adjustments.threatened_species.value","sources_fields:org-database-usda:available_date","sources_fields:org-database-usda:fdc_category","sources_fields:org-database-usda:fdc_data_source","sources_fields:org-database-usda:fdc_id","sources_fields:org-database-usda:modified_date","sources_fields:org-database-usda:publication_date","data_sources"
"54","9100000994802","en","null","null","Sandwich avocado huhn","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","180.0g","null","null","Spar","spar","null","null","null","null","null","Ireland","en:ireland","null","null","0","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","100g","100g","","null","186","kcal","7","g","","null","21","g","","null","2","g","2","g","","null","","null","","null","186","kcal","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","","","null","null","null","null","","unknown","null","","unknown","","1","","-5","-15","1","0","","null","null","null","","null","null","null"
"55","8010292013925","it","null","null","null","null","null","null","null","Avocado","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","Fratelli Orsero","fratelli-orsero","null","Cibi e bevande a base vegetale, Cibi a base vegetale, Cibi a base di frutta e verdura","en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods","null","null","Italia","en:italy","null","null","0","null","null","null","null","null","Fruttital S.r.l.","fruttital-s-r-l","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","100g","100g","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","","","null","null","en:fruits-and-vegetables","en:fruits-and-vegetables","","unknown","null","","unknown","","1","","-5","-15","1","0","","null","null","null","","null","null","App - yuka, Apps"
"56","8010292010702","it","null","null","null","null","null","null","null","Avocado hass","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","Fratelli Orsero","fratelli-orsero","null","Cibi e bevande a base vegetale, Cibi a base vegetale, Cibi a base di frutta e verdura","en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods","null","null","Italia","en:italy","null","null","0","null","null","null","null","null","Fruttital S.r.l.","fruttital-s-r-l","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","100g","100g","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","","","null","null","en:fruits-and-vegetables","en:fruits-and-vegetables","","unknown","null","","unknown","","1","","-5","-15","1","0","","null","null","null","","null","null","App - Yuka, Apps"
"57","8010292007924","it","null","null","null","null","null","null","null","Avocado","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","Cibi e bevande a base vegetale, Cibi a base vegetale, Cibi a base di frutta e verdura","en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods","null","null","Italia","en:italy","null","null","0","null","null","null","null","null","Fruttital S.r.l.","fruttital-s-r-l","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","100g","100g","","null","231","kcal","23","g","2.48","g","18.33","g","1.45","g","","null","1.8","g","18","g","7.2","g","","null","231","kcal","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","","","null","null","en:fruits-and-vegetables","en:fruits-and-vegetables","","unknown","d","14","unknown","","1","","-5","-15","1","0","","null","null","null","","null","null","App - yuka, Apps"
"58","8010292002318","it","null","null","null","null","null","null","null","Avocado","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","Cibi e bevande a base vegetale, Cibi a base vegetale, Cibi a base di frutta e verdura","en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods","null","null","Italia","en:italy","null","null","0","null","null","null","null","null","Fruttital S.r.l.","fruttital-s-r-l","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","100g","100g","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","","","null","null","en:fruits-and-vegetables","en:fruits-and-vegetables","","unknown","null","","unknown","","1","","-5","-15","1","0","","null","null","null","","null","null","App - yuka, Apps"
"59","8010292002196","it","null","null","null","null","null","null","null","Avocado","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","Cibi e bevande a base vegetale, Cibi a base vegetale, Cibi a base di frutta e verdura","en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods","null","null","Italia","en:italy","null","null","0","null","null","null","null","null","Fruttital S.r.l.","fruttital-s-r-l","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","100g","100g","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","","","null","null","en:fruits-and-vegetables","en:fruits-and-vegetables","","unknown","null","","unknown","","1","","-5","-15","1","0","","null","null","null","","null","null","App - yuka, Apps"
"60","8010292002134","it","null","null","null","null","null","null","null","Avocado green","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","Cibi e bevande a base vegetale, Cibi a base vegetale, Cibi a base di frutta e verdura","en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods","null","null","Italia","en:italy","null","null","0","null","null","null","null","null","Fruttital S.r.l.","fruttital-s-r-l","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","100g","100g","","null","368","kcal","2","g","0.2","g","73.8","g","17","g","","null","12.7","g","","null","","null","","null","368","kcal","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","","","null","null","en:fruits-and-vegetables","en:fruits-and-vegetables","","unknown","null","","unknown","","1","","-5","-15","1","0","","null","null","null","","null","null","App - yuka, Apps"
"61","2664520010109","fr","null","null","null","null","null","Avocat tropical","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","Aliments et boissons à base de végétaux, Aliments d'origine végétale, Aliments à base de fruits et de légumes, Fruits et produits dérivés, Fruits, Fruits tropicaux, Avocats","en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods,en:fruits-based-foods,en:fruits,en:tropical-fruits,en:avocados","null","null","France","en:france","null","null","0","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","100g","100g","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","","","null","null","en:fruits","en:fruits-and-vegetables,en:fruits","","unknown","null","","c","52","1","13004","-5","-15","1","0","","null","null","null","","null","null","App - yuka, Apps"
"62","8713807005636","fr","null","null","null","null","null","Avocado","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","Aliments et boissons à base de végétaux, Aliments d'origine végétale, Aliments à base de fruits et de légumes, Fruits et produits dérivés, Fruits, Fruits tropicaux, Avocats","en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods,en:fruits-based-foods,en:fruits,en:tropical-fruits,en:avocados","null","null","France","en:france","null","null","0","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","100g","100g","","null","55","kcal","2","g","0","g","8","g","6","g","5","g","4","g","4","g","1.6","g","","null","55","kcal","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","","","null","null","en:fruits","en:fruits-and-vegetables,en:fruits","","unknown","a","-1","c","52","1","13004","-5","-15","1","0","","null","null","null","","null","null","App - Yuka, Apps"
"63","4053702024665","de","Avocado","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","REWE Feine Welt","rewe-feine-welt","null","null","null","null","null","Deutschland","en:germany","REWE","rewe","0","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","100g","100g","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","","","null","null","null","null","","unknown","null","","unknown","","1","","-5","-15","1","0","","null","null","null","","null","null","App - Yuka, Apps"
"64","4018905590058","de","Avocado","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","1 Stück","null","Ohne Verpackung","en:bulk","Metro Chef","metro-chef","null","Pflanzliche Lebensmittel und Getränke, Pflanzliche Lebensmittel, Frucht- und gemüsebasierte Lebensmittel, Fruchtbasierte Lebensmittel, Früchte, Tropische Früchte, Avocados","en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods,en:fruits-based-foods,en:fruits,en:tropical-fruits,en:avocados","null","null","Deutschland","en:germany","Metro","metro","0","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","on","100g","100g","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","","","null","null","en:fruits","en:fruits-and-vegetables,en:fruits","","unknown","null","","c","52","1","13004","-5","-15","1","0","","null","null","null","","null","null","App - Open Food Facts, Apps"
"65","0756058853791","en","null","null","Bio Avocado","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","500g","null","null","null","ABC Fresh GmbH","abc-fresh-gmbh","null","Plant-based foods and beverages, Plant-based foods, Fruits and vegetables based foods, Fruits based foods, Fruits, Tropical fruits, Avocados","en:plant-based-foods-and-beverages,en:plant-based-foods,en:fruits-and-vegetables-based-foods,en:fruits-based-foods,en:fruits,en:tropical-fruits,en:avocados","Organic, EU Organic, ES-ECO-011-AN","en:organic,en:eu-organic,en:es-eco-011-an","Germany","en:germany","null","null","0","null","Spain","en:spain","null","null","null","null","null","null","null","Avocado","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","100g","100g","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","","","null","null","en:fruits","en:fruits-and-vegetables,en:fruits","1","en:1-unprocessed-or-minimally-processed-foods","null","","a","87","","13004","3","-3","0","15","","null","null","null","","null","null","App - smoothie-openfoodfacts, Apps"
"66","0663690024048","en","null","null","Mayo  with Avocado oil","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","15.0g","null","null","Primal Kitchen","primal-kitchen","null","null","null","null","null","Ireland","en:ireland","null","null","0","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","100g","100g","","null","100","kcal","12","g","","null","","null","","null","","null","","null","","null","","null","","null","100","kcal","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","","","null","null","null","null","","unknown","null","","unknown","","1","","-5","-15","1","0","","null","null","null","","null","null","null"
"67","0841330114407","en","null","null","Avocado Cooking Oil Spray","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","United States","en:united-states","null","null","0","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","100g","100g","","null","833.3333333333","kcal","55.5555555556","g","0","g","0","g","0","g","0","g","0","g","0","g","0","g","","null","833.3333333333","kcal","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","","","null","null","null","null","","unknown","null","","unknown","","1","","-5","-15","1","0","","null","null","null","","null","null","App - InFood, App - Yuka, Apps"
"68","5059977003175","fr","null","null","null","null","null","Chicken Avocado Basil sandwich","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","Sandwichs","en:sandwiches","Végétarien, Végétalien","en:vegetarian,en:vegan","Suisse","en:switzerland","null","null","0","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","100g","100g","","null","200","kcal","9.7","g","2","g","16.9","g","1.7","g","3.1","g","9.7","g","0.83","g","0.332","g","","null","200","kcal","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","","","null","null","en:sandwiches","en:composite-foods,en:sandwiches","","unknown","a","-2","unknown","","1","","-5","-15","1","0","","null","null","null","","null","null","App - Yuka, Apps"
"69","8028873002671","it","null","null","null","null","null","null","null","Avocado verde","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","Italia","en:italy","null","null","0","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","100g","100g","","null","205","kcal","20.6","g","4.51","g","0.83","g","0.4","g","3.6","g","1.56","g","0.0375","g","0.015","g","","null","205","kcal","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","","","null","null","null","null","","unknown","null","","unknown","","1","","-5","-15","1","0","","null","null","null","","null","null","App - yuka, Apps"
"70","0887214145488","en","null","null","Fresh Avocados","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","United States","en:united-states","null","null","0","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","100g","100g","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","","","null","null","null","null","","unknown","null","","unknown","","1","","-5","-15","1","0","","null","null","null","","null","null","App - Yuka, Apps"
"71","0023012205102","en","null","null","Crispy Salmon and Avocado Roll with Mayo and such sauce","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","29.0g","null","null","Sushi Izu","sushi-izu","null","null","null","null","null","United States","en:united-states","null","null","0","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","100g","100g","","null","179","kcal","10","g","1.6000000238","g","23","g","7.9000000954","g","2","g","7.4000000954","g","","null","","null","","null","179","kcal","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","","","null","null","null","null","","unknown","null","","unknown","","1","","-5","-15","1","0","","null","null","null","","null","null","null"
"72","821006236430040000175","en","null","null","Avocado, feta & grain salad","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","320 g","null","null","null","Marks And Spencer","marks-and-spencer","null","null","null","Green Dot","en:green-dot","United Kingdom","en:united-kingdom","Marks & Spencer","marks-spencer","0","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","100g","100g","","null","166","kcal","9","g","2.1","g","13.9","g","0.1","g","","null","5.5","g","0.4","g","0.16","g","","null","166","kcal","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","","","null","null","null","null","","unknown","null","","unknown","","1","","-5","-15","1","0","","null","null","null","","null","null","App - yuka, Apps"
"73","4099200422169","fr","null","null","null","null","null","Le Gusto Mayo with Avocado Oil","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","Le Gusto","le-gusto","null","Condiments, Sauces, Mayonnaises","en:condiments,en:sauces,en:mayonnaises","null","null","Suisse","en:switzerland","null","null","0","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","100g","100g","","null","489","kcal","52","g","6","g","6.5","g","1.6","g","","null","1.1","g","1.9","g","0.76","g","","null","489","kcal","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","","","null","null","en:dressings-and-sauces","en:fats-and-sauces,en:dressings-and-sauces","","unknown","e","19","d","34","1","11054","-5","-15","1","0","","null","null","null","","null","null","App - yuka, Apps"
"74","0022506065307","en","null","null","Avocado Oil","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","Spectrum","spectrum","null","null","null","null","null","United States","en:united-states","null","null","0","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","100g","100g","","null","800","kcal","93.3333333333","g","13.3333333333","g","0","g","0","g","","null","0","g","0","g","0","g","","null","800","kcal","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","","","null","null","null","null","","unknown","null","","unknown","","1","","-5","-15","1","0","","null","null","null","","null","null","App - yuka, Apps"
"75","0698539061489","en","null","null","Avocado","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","United States","en:united-states","null","null","0","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","100g","100g","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","","","null","null","null","null","","unknown","null","","unknown","","1","","-5","-15","1","0","","null","null","null","","null","null","App - Yuka, Apps"
"76","0019016009273","en","null","null","Avocado seven grain dinner rolls","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","United States","en:united-states","null","null","0","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","100g","100g","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","","","null","null","null","null","","unknown","null","","unknown","","1","","-5","-15","1","0","","null","null","null","","null","null","App - Yuka, Apps"
"77","0619309075031","en","null","null","Avocado 100% Pure Oil","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","15 ml (15 ml)","null","null","null","null","SOPHIA","Plant-based foods and beverages, Plant-based foods, Fats, Vegetable fats, Vegetable oils","en:plant-based-foods-and-beverages,en:plant-based-foods,en:fats,en:vegetable-fats,en:vegetable-oils","null","null","United States","en:united-states","null","null","0","null","null","null","null","null","null","null","null","null","null","Avocado oil","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","100g","100g","","null","800","kcal","93.3333333333","g","13.3333333333","g","0","g","0","g","0","g","6.6666666667","g","0","g","0","g","","null","800","kcal","","null","","null","","null","","null","","null","","null","0","g","0","mg","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","933","mg","400","mg","","null","2.4","mg","","null","","null","","null","","null","","null","","","","null","null","en:fats","en:fats-and-sauces,en:fats","2","en:2-processed-culinary-ingredients","c","6","unknown","","1","","-5","-15","1","0","","2017-08-14T00:00:00Z","Vegetable & Cooking Oils","LI","549103","2017-08-14T00:00:00Z","2019-04-01T00:00:00Z","Databases, database-usda, App - Yuka, Apps"
"78","0028400309448","en","null","null","Tostitos avocado","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","10","null","null","null","Frito Lay","frito-lay","null","null","null","null","null","United States","en:united-states","null","null","0","null","null","null","null","null","null","null","null","null","null","oct 20 11:49 2 tdrfacts sevings: about 14, serving size:2y semng: calories 5, total fat 4g (5% ds on fans fat og, cholest. omg (0% dv), sodium 135m carbig (1% dv), dietary fiber less than 1g (3% dv) t s 1g(incl. og added sugars, 0% dv), protein less far 0% dv), calcium (0% dv), iron (0% dv), potas s water, crushed green tomatoes, sunflower and apeno peppers, onions, red bell peppers, jalape octen concentrate and less than 2% of the following moore stlactic acid, datem, mono-and diglycerides, spices, nturl tnthan gum, and artificial color (yellow 5, blue 1. and reda shlk ingredients. tured for: cay inc mix well before open refrigerate after ope frito lay eto-lay north america, inc.","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","100g","100g","","null","45","kcal","4","g","","null","","null","","null","","null","","null","","null","","null","","null","45","kcal","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","","","null","null","null","null","4","en:4-ultra-processed-food-and-drink-products","null","","unknown","","1","","-5","-15","1","0","","null","null","null","","null","null","App - InFood, Apps"
"79","0078883730673","en","null","null","Guacamole avocado sauce with habanero pepper","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","CLEMENTE JACQUES","clemente-jacques","null","Plant-based foods and beverages, Plant-based foods, Condiments, Spreads, Plant-based spreads, Sauces, Dips, Guacamoles","en:plant-based-foods-and-beverages,en:plant-based-foods,en:condiments,en:spreads,en:plant-based-spreads,en:sauces,en:dips,en:guacamoles","null","null","United States","en:united-states","null","null","0","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","null","100g","100g","","null","250","kcal","21.4285714286","g","0","g","7.1428571429","g","0","g","0","g","0","g","1.7857142857","g","0.7142857143","g","","null","250","kcal","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","null","","","","null","null","en:dressings-and-sauces","en:fats-and-sauces,en:dressings-and-sauces","","unknown","c","10","c","53","1","25620","-5","-15","1","0","","null","null","null","","null","null","App - Yuka, Apps"
